YEAR,MONTH,GEO,VALUE
1995,7,Newfoundland and Labrador,51.9
1995,7,Newfoundland and Labrador,46
1995,7,"St. John's, Newfoundland and Labrador",50.1
1995,7,"St. John's, Newfoundland and Labrador",51.9
1995,7,"St. John's, Newfoundland and Labrador",46
1995,7,Prince Edward Island,82.4
1995,7,Prince Edward Island,88.3
1995,7,Prince Edward Island,59.5
1995,7,"Charlottetown, Prince Edward Island",82.4
1995,7,"Charlottetown, Prince Edward Island",88.3
1995,7,"Charlottetown, Prince Edward Island",59.5
1995,7,Nova Scotia,61.3
1995,7,Nova Scotia,59.7
1995,7,Nova Scotia,65.6
1995,7,"Halifax, Nova Scotia",61.3
1995,7,"Halifax, Nova Scotia",59.7
1995,7,"Halifax, Nova Scotia",65.6
1995,7,New Brunswick,83.1
1995,7,New Brunswick,84.4
1995,7,New Brunswick,80.6
1995,7,"Saint John, Fredericton, and Moncton, New Brunswick",83.1
1995,7,"Saint John, Fredericton, and Moncton, New Brunswick",84.4
1995,7,"Saint John, Fredericton, and Moncton, New Brunswick",80.6
1995,7,Quebec,55
1995,7,Quebec,55.9
1995,7,Quebec,53.1
1995,7,"Québec, Quebec",56.4
1995,7,"Québec, Quebec",61.9
1995,7,"Québec, Quebec",46.3
1995,7,"Montréal, Quebec",54.7
1995,7,"Montréal, Quebec",54.8
1995,7,"Montréal, Quebec",55.2
1995,7,Ontario,53.4
1995,7,Ontario,44.8
1995,7,Ontario,77.9
1995,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",54.2
1995,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",50
1995,7,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,7,"Toronto, Ontario",50.7
1995,7,"Toronto, Ontario",40.4
1995,7,"Toronto, Ontario",77.6
1995,7,"Hamilton, Ontario",54.1
1995,7,"Hamilton, Ontario",46.4
1995,7,"Hamilton, Ontario",74.5
1995,7,"St. Catharines-Niagara, Ontario",52.8
1995,7,"St. Catharines-Niagara, Ontario",47.2
1995,7,"St. Catharines-Niagara, Ontario",69.7
1995,7,"Kitchener-Cambridge-Waterloo, Ontario",60.1
1995,7,"Kitchener-Cambridge-Waterloo, Ontario",52.6
1995,7,"Kitchener-Cambridge-Waterloo, Ontario",83.4
1995,7,"London, Ontario",60.6
1995,7,"London, Ontario",53.6
1995,7,"London, Ontario",92.8
1995,7,"Windsor, Ontario",87.7
1995,7,"Windsor, Ontario",88.8
1995,7,"Windsor, Ontario",85.3
1995,7,"Greater Sudbury, Ontario",86.4
1995,7,"Greater Sudbury, Ontario",88.3
1995,7,"Greater Sudbury, Ontario",80.2
1995,7,Prairie Region,38.8
1995,7,Prairie Region,39.5
1995,7,Prairie Region,38.4
1995,7,Manitoba,42.2
1995,7,Manitoba,45.5
1995,7,Manitoba,34.5
1995,7,"Winnipeg, Manitoba",42.2
1995,7,"Winnipeg, Manitoba",45.5
1995,7,"Winnipeg, Manitoba",34.5
1995,7,Saskatchewan,37.5
1995,7,Saskatchewan,38.2
1995,7,Saskatchewan,36
1995,7,"Regina, Saskatchewan",32.2
1995,7,"Regina, Saskatchewan",32.6
1995,7,"Regina, Saskatchewan",31.7
1995,7,"Saskatoon, Saskatchewan",42.1
1995,7,"Saskatoon, Saskatchewan",43.4
1995,7,"Saskatoon, Saskatchewan",39
1995,7,Alberta,38.7
1995,7,Alberta,39.1
1995,7,Alberta,38.9
1995,7,"Calgary, Alberta",34.4
1995,7,"Calgary, Alberta",34.2
1995,7,"Calgary, Alberta",35.6
1995,7,"Edmonton, Alberta",46.4
1995,7,"Edmonton, Alberta",47.9
1995,7,"Edmonton, Alberta",44.5
1995,7,British Columbia,90.3
1995,7,British Columbia,93.9
1995,7,British Columbia,87.6
1995,7,"Vancouver, British Columbia",88.6
1995,7,"Vancouver, British Columbia",90.1
1995,7,"Vancouver, British Columbia",90.8
1995,7,"Victoria, British Columbia",107.9
1995,7,"Victoria, British Columbia",141.1
1995,7,"Victoria, British Columbia",69.5
1995,8,Canada,56.2
1995,8,Canada,51.8
1995,8,Canada,67
1995,8,Atlantic Region,62.8
1995,8,Atlantic Region,64
1995,8,Atlantic Region,57.9
1995,8,Newfoundland and Labrador,49.7
1995,8,Newfoundland and Labrador,51.1
1995,8,Newfoundland and Labrador,46.2
1995,8,"St. John's, Newfoundland and Labrador",49.7
1995,8,"St. John's, Newfoundland and Labrador",51.1
1995,8,"St. John's, Newfoundland and Labrador",46.2
1995,8,Prince Edward Island,82.6
1995,8,Prince Edward Island,88.6
1995,8,Prince Edward Island,59.5
1995,8,"Charlottetown, Prince Edward Island",82.6
1995,8,"Charlottetown, Prince Edward Island",88.6
1995,8,"Charlottetown, Prince Edward Island",59.5
1995,8,Nova Scotia,61.7
1995,8,Nova Scotia,60.1
1995,8,Nova Scotia,65.6
1995,8,"Halifax, Nova Scotia",61.7
1995,8,"Halifax, Nova Scotia",60.1
1995,8,"Halifax, Nova Scotia",65.6
1995,8,New Brunswick,83.4
1995,8,New Brunswick,84.8
1995,8,New Brunswick,80.6
1995,8,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
1995,8,"Saint John, Fredericton, and Moncton, New Brunswick",84.8
1995,8,"Saint John, Fredericton, and Moncton, New Brunswick",80.6
1995,8,Quebec,55
1995,8,Quebec,55.9
1995,8,Quebec,53.2
1995,8,"Québec, Quebec",56.6
1995,8,"Québec, Quebec",62.1
1995,8,"Québec, Quebec",46.3
1995,8,"Montréal, Quebec",54.7
1995,8,"Montréal, Quebec",54.8
1995,8,"Montréal, Quebec",55.2
1995,8,Ontario,53.4
1995,8,Ontario,44.7
1995,8,Ontario,78
1995,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",54.1
1995,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.9
1995,8,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,8,"Toronto, Ontario",50.7
1995,8,"Toronto, Ontario",40.3
1995,8,"Toronto, Ontario",77.7
1995,8,"Hamilton, Ontario",54.5
1995,8,"Hamilton, Ontario",46.9
1995,8,"Hamilton, Ontario",74.5
1995,8,"St. Catharines-Niagara, Ontario",52.5
1995,8,"St. Catharines-Niagara, Ontario",46.9
1995,8,"St. Catharines-Niagara, Ontario",69.7
1995,8,"Kitchener-Cambridge-Waterloo, Ontario",60
1995,8,"Kitchener-Cambridge-Waterloo, Ontario",52.6
1995,8,"Kitchener-Cambridge-Waterloo, Ontario",83.4
1995,8,"London, Ontario",60.6
1995,8,"London, Ontario",53.6
1995,8,"London, Ontario",92.8
1995,8,"Windsor, Ontario",87.7
1995,8,"Windsor, Ontario",88.8
1995,8,"Windsor, Ontario",85.3
1995,8,"Greater Sudbury, Ontario",86.4
1995,8,"Greater Sudbury, Ontario",88.3
1995,8,"Greater Sudbury, Ontario",80.2
1995,8,Prairie Region,38.8
1995,8,Prairie Region,39.4
1995,8,Prairie Region,38.4
1995,8,Manitoba,42.2
1995,8,Manitoba,45.5
1995,8,Manitoba,34.5
1995,8,"Winnipeg, Manitoba",42.2
1995,8,"Winnipeg, Manitoba",45.5
1995,8,"Winnipeg, Manitoba",34.5
1995,8,Saskatchewan,37.5
1995,8,Saskatchewan,38.2
1995,8,Saskatchewan,36
1995,8,"Regina, Saskatchewan",32.2
1995,8,"Regina, Saskatchewan",32.6
1995,8,"Regina, Saskatchewan",31.7
1995,8,"Saskatoon, Saskatchewan",42.1
1995,8,"Saskatoon, Saskatchewan",43.4
1995,8,"Saskatoon, Saskatchewan",39
1995,8,Alberta,38.7
1995,8,Alberta,39
1995,8,Alberta,38.9
1995,8,"Calgary, Alberta",34.4
1995,8,"Calgary, Alberta",34.2
1995,8,"Calgary, Alberta",35.6
1995,8,"Edmonton, Alberta",46.3
1995,8,"Edmonton, Alberta",47.7
1995,8,"Edmonton, Alberta",44.5
1995,8,British Columbia,90.2
1995,8,British Columbia,93.5
1995,8,British Columbia,87.7
1995,8,"Vancouver, British Columbia",88.5
1995,8,"Vancouver, British Columbia",89.9
1995,8,"Vancouver, British Columbia",90.9
1995,8,"Victoria, British Columbia",107.3
1995,8,"Victoria, British Columbia",139.6
1995,8,"Victoria, British Columbia",69.5
1995,9,Canada,56.2
1995,9,Canada,51.7
1995,9,Canada,66.9
1995,9,Atlantic Region,62.8
1995,9,Atlantic Region,64.1
1995,9,Atlantic Region,57.9
1995,9,Newfoundland and Labrador,49.7
1995,9,Newfoundland and Labrador,51.2
1995,9,Newfoundland and Labrador,46.2
1995,9,"St. John's, Newfoundland and Labrador",49.7
1995,9,"St. John's, Newfoundland and Labrador",51.2
1995,9,"St. John's, Newfoundland and Labrador",46.2
1995,9,Prince Edward Island,82.8
1995,9,Prince Edward Island,88.9
1995,9,Prince Edward Island,59.5
1995,9,"Charlottetown, Prince Edward Island",82.8
1995,9,"Charlottetown, Prince Edward Island",88.9
1995,9,"Charlottetown, Prince Edward Island",59.5
1995,9,Nova Scotia,61.7
1995,9,Nova Scotia,60.1
1995,9,Nova Scotia,65.6
1995,9,"Halifax, Nova Scotia",61.7
1995,9,"Halifax, Nova Scotia",60.1
1995,9,"Halifax, Nova Scotia",65.6
1995,9,New Brunswick,83.4
1995,9,New Brunswick,84.8
1995,9,New Brunswick,80.6
1995,9,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
1995,9,"Saint John, Fredericton, and Moncton, New Brunswick",84.8
1995,9,"Saint John, Fredericton, and Moncton, New Brunswick",80.6
1995,9,Quebec,55
1995,9,Quebec,55.8
1995,9,Quebec,53.2
1995,9,"Québec, Quebec",56.6
1995,9,"Québec, Quebec",62.1
1995,9,"Québec, Quebec",46.3
1995,9,"Montréal, Quebec",54.7
1995,9,"Montréal, Quebec",54.7
1995,9,"Montréal, Quebec",55.3
1995,9,Ontario,53.4
1995,9,Ontario,44.7
1995,9,Ontario,77.8
1995,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",54.1
1995,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.9
1995,9,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,9,"Toronto, Ontario",50.7
1995,9,"Toronto, Ontario",40.4
1995,9,"Toronto, Ontario",77.6
1995,9,"Hamilton, Ontario",54.4
1995,9,"Hamilton, Ontario",46.7
1995,9,"Hamilton, Ontario",74.5
1995,9,"St. Catharines-Niagara, Ontario",52.4
1995,9,"St. Catharines-Niagara, Ontario",46.7
1995,9,"St. Catharines-Niagara, Ontario",69.7
1995,9,"Kitchener-Cambridge-Waterloo, Ontario",59.8
1995,9,"Kitchener-Cambridge-Waterloo, Ontario",52.1
1995,9,"Kitchener-Cambridge-Waterloo, Ontario",83.4
1995,9,"London, Ontario",60.5
1995,9,"London, Ontario",53.6
1995,9,"London, Ontario",91.5
1995,9,"Windsor, Ontario",87.7
1995,9,"Windsor, Ontario",88.8
1995,9,"Windsor, Ontario",85.3
1995,9,"Greater Sudbury, Ontario",86.4
1995,9,"Greater Sudbury, Ontario",88.3
1995,9,"Greater Sudbury, Ontario",80.2
1995,9,Prairie Region,38.9
1995,9,Prairie Region,39.5
1995,9,Prairie Region,38.4
1995,9,Manitoba,42.2
1995,9,Manitoba,45.5
1995,9,Manitoba,34.6
1995,9,"Winnipeg, Manitoba",42.2
1995,9,"Winnipeg, Manitoba",45.5
1995,9,"Winnipeg, Manitoba",34.6
1995,9,Saskatchewan,37.5
1995,9,Saskatchewan,38.2
1995,9,Saskatchewan,36
1995,9,"Regina, Saskatchewan",32.2
1995,9,"Regina, Saskatchewan",32.6
1995,9,"Regina, Saskatchewan",31.7
1995,9,"Saskatoon, Saskatchewan",42.1
1995,9,"Saskatoon, Saskatchewan",43.4
1995,9,"Saskatoon, Saskatchewan",39
1995,9,Alberta,38.7
1995,9,Alberta,39.1
1995,9,Alberta,38.9
1995,9,"Calgary, Alberta",34.4
1995,9,"Calgary, Alberta",34.2
1995,9,"Calgary, Alberta",35.6
1995,9,"Edmonton, Alberta",46.4
1995,9,"Edmonton, Alberta",48
1995,9,"Edmonton, Alberta",44.5
1995,9,British Columbia,89.8
1995,9,British Columbia,92.9
1995,9,British Columbia,87.6
1995,9,"Vancouver, British Columbia",88.2
1995,9,"Vancouver, British Columbia",89.3
1995,9,"Vancouver, British Columbia",90.8
1995,9,"Victoria, British Columbia",106.2
1995,9,"Victoria, British Columbia",138.8
1995,9,"Victoria, British Columbia",68.5
1995,10,Canada,55.9
1995,10,Canada,51.4
1995,10,Canada,66.6
1995,10,Atlantic Region,62.8
1995,10,Atlantic Region,64.1
1995,10,Atlantic Region,57.9
1995,10,Newfoundland and Labrador,49.7
1995,10,Newfoundland and Labrador,51.2
1995,10,Newfoundland and Labrador,46.2
1995,10,"St. John's, Newfoundland and Labrador",49.7
1995,10,"St. John's, Newfoundland and Labrador",51.2
1995,10,"St. John's, Newfoundland and Labrador",46.2
1995,10,Prince Edward Island,82.8
1995,10,Prince Edward Island,88.9
1995,10,Prince Edward Island,59.5
1995,10,"Charlottetown, Prince Edward Island",82.8
1995,10,"Charlottetown, Prince Edward Island",88.9
1995,10,"Charlottetown, Prince Edward Island",59.5
1995,10,Nova Scotia,61.7
1995,10,Nova Scotia,60.1
1995,10,Nova Scotia,65.6
1995,10,"Halifax, Nova Scotia",61.7
1995,10,"Halifax, Nova Scotia",60.1
1995,10,"Halifax, Nova Scotia",65.6
1995,10,New Brunswick,83.4
1995,10,New Brunswick,84.8
1995,10,New Brunswick,80.6
1995,10,"Saint John, Fredericton, and Moncton, New Brunswick",83.4
1995,10,"Saint John, Fredericton, and Moncton, New Brunswick",84.8
1995,10,"Saint John, Fredericton, and Moncton, New Brunswick",80.6
1995,10,Quebec,54.9
1995,10,Quebec,55.7
1995,10,Quebec,53.2
1995,10,"Québec, Quebec",56.6
1995,10,"Québec, Quebec",62.1
1995,10,"Québec, Quebec",46.3
1995,10,"Montréal, Quebec",54.5
1995,10,"Montréal, Quebec",54.5
1995,10,"Montréal, Quebec",55.3
1995,10,Ontario,53.3
1995,10,Ontario,44.6
1995,10,Ontario,77.8
1995,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",54.1
1995,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.9
1995,10,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,10,"Toronto, Ontario",50.5
1995,10,"Toronto, Ontario",40.1
1995,10,"Toronto, Ontario",77.6
1995,10,"Hamilton, Ontario",54.6
1995,10,"Hamilton, Ontario",47
1995,10,"Hamilton, Ontario",74.5
1995,10,"St. Catharines-Niagara, Ontario",52.3
1995,10,"St. Catharines-Niagara, Ontario",46.6
1995,10,"St. Catharines-Niagara, Ontario",69.7
1995,10,"Kitchener-Cambridge-Waterloo, Ontario",59.5
1995,10,"Kitchener-Cambridge-Waterloo, Ontario",51.9
1995,10,"Kitchener-Cambridge-Waterloo, Ontario",83.4
1995,10,"London, Ontario",60.6
1995,10,"London, Ontario",53.8
1995,10,"London, Ontario",91.5
1995,10,"Windsor, Ontario",87.7
1995,10,"Windsor, Ontario",88.8
1995,10,"Windsor, Ontario",85.3
1995,10,"Greater Sudbury, Ontario",86.4
1995,10,"Greater Sudbury, Ontario",88.3
1995,10,"Greater Sudbury, Ontario",80.2
1995,10,Prairie Region,38.9
1995,10,Prairie Region,39.5
1995,10,Prairie Region,38.4
1995,10,Manitoba,42.3
1995,10,Manitoba,45.5
1995,10,Manitoba,34.7
1995,10,"Winnipeg, Manitoba",42.3
1995,10,"Winnipeg, Manitoba",45.5
1995,10,"Winnipeg, Manitoba",34.7
1995,10,Saskatchewan,37.6
1995,10,Saskatchewan,38.2
1995,10,Saskatchewan,36
1995,10,"Regina, Saskatchewan",32.2
1995,10,"Regina, Saskatchewan",32.6
1995,10,"Regina, Saskatchewan",31.7
1995,10,"Saskatoon, Saskatchewan",42.2
1995,10,"Saskatoon, Saskatchewan",43.6
1995,10,"Saskatoon, Saskatchewan",39
1995,10,Alberta,38.7
1995,10,Alberta,39.1
1995,10,Alberta,38.9
1995,10,"Calgary, Alberta",34.4
1995,10,"Calgary, Alberta",34.2
1995,10,"Calgary, Alberta",35.6
1995,10,"Edmonton, Alberta",46.4
1995,10,"Edmonton, Alberta",48
1995,10,"Edmonton, Alberta",44.5
1995,10,British Columbia,88.4
1995,10,British Columbia,91.2
1995,10,British Columbia,86.6
1995,10,"Vancouver, British Columbia",86.9
1995,10,"Vancouver, British Columbia",87.6
1995,10,"Vancouver, British Columbia",89.9
1995,10,"Victoria, British Columbia",104.2
1995,10,"Victoria, British Columbia",136.7
1995,10,"Victoria, British Columbia",67.2
1995,11,Canada,55.6
1995,11,Canada,51.3
1995,11,Canada,66.4
1995,11,Atlantic Region,62.8
1995,11,Atlantic Region,64.1
1995,11,Atlantic Region,57.9
1995,11,Newfoundland and Labrador,49.8
1995,11,Newfoundland and Labrador,51.3
1995,11,Newfoundland and Labrador,46.2
1995,11,"St. John's, Newfoundland and Labrador",49.8
1995,11,"St. John's, Newfoundland and Labrador",51.3
1995,11,"St. John's, Newfoundland and Labrador",46.2
1995,11,Prince Edward Island,82.8
1995,11,Prince Edward Island,88.8
1995,11,Prince Edward Island,59.5
1995,11,"Charlottetown, Prince Edward Island",82.8
1995,11,"Charlottetown, Prince Edward Island",88.8
1995,11,"Charlottetown, Prince Edward Island",59.5
1995,11,Nova Scotia,61.8
1995,11,Nova Scotia,60.3
1995,11,Nova Scotia,65.6
1995,11,"Halifax, Nova Scotia",61.8
1995,11,"Halifax, Nova Scotia",60.3
1995,11,"Halifax, Nova Scotia",65.6
1995,11,New Brunswick,82.8
1995,11,New Brunswick,84
1995,11,New Brunswick,80.4
1995,11,"Saint John, Fredericton, and Moncton, New Brunswick",82.8
1995,11,"Saint John, Fredericton, and Moncton, New Brunswick",84.1
1995,11,"Saint John, Fredericton, and Moncton, New Brunswick",80.4
1995,11,Quebec,54.8
1995,11,Quebec,55.6
1995,11,Quebec,53.1
1995,11,"Québec, Quebec",56.6
1995,11,"Québec, Quebec",62.1
1995,11,"Québec, Quebec",46.3
1995,11,"Montréal, Quebec",54.4
1995,11,"Montréal, Quebec",54.4
1995,11,"Montréal, Quebec",55.2
1995,11,Ontario,53
1995,11,Ontario,44.4
1995,11,Ontario,77.7
1995,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",53.6
1995,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.3
1995,11,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,11,"Toronto, Ontario",50.3
1995,11,"Toronto, Ontario",40
1995,11,"Toronto, Ontario",77.3
1995,11,"Hamilton, Ontario",54.1
1995,11,"Hamilton, Ontario",46.4
1995,11,"Hamilton, Ontario",74.5
1995,11,"St. Catharines-Niagara, Ontario",52.7
1995,11,"St. Catharines-Niagara, Ontario",47.1
1995,11,"St. Catharines-Niagara, Ontario",69.7
1995,11,"Kitchener-Cambridge-Waterloo, Ontario",59.5
1995,11,"Kitchener-Cambridge-Waterloo, Ontario",52
1995,11,"Kitchener-Cambridge-Waterloo, Ontario",83.3
1995,11,"London, Ontario",59.8
1995,11,"London, Ontario",52.9
1995,11,"London, Ontario",91.5
1995,11,"Windsor, Ontario",87.7
1995,11,"Windsor, Ontario",88.8
1995,11,"Windsor, Ontario",85.3
1995,11,"Greater Sudbury, Ontario",86.4
1995,11,"Greater Sudbury, Ontario",88.3
1995,11,"Greater Sudbury, Ontario",80.2
1995,11,Prairie Region,38.8
1995,11,Prairie Region,39.5
1995,11,Prairie Region,38.1
1995,11,Manitoba,42.3
1995,11,Manitoba,45.5
1995,11,Manitoba,34.7
1995,11,"Winnipeg, Manitoba",42.3
1995,11,"Winnipeg, Manitoba",45.5
1995,11,"Winnipeg, Manitoba",34.7
1995,11,Saskatchewan,37.6
1995,11,Saskatchewan,38.2
1995,11,Saskatchewan,36
1995,11,"Regina, Saskatchewan",32.2
1995,11,"Regina, Saskatchewan",32.6
1995,11,"Regina, Saskatchewan",31.7
1995,11,"Saskatoon, Saskatchewan",42.2
1995,11,"Saskatoon, Saskatchewan",43.6
1995,11,"Saskatoon, Saskatchewan",39
1995,11,Alberta,38.6
1995,11,Alberta,39.1
1995,11,Alberta,38.5
1995,11,"Calgary, Alberta",34.3
1995,11,"Calgary, Alberta",34.1
1995,11,"Calgary, Alberta",35.5
1995,11,"Edmonton, Alberta",46.1
1995,11,"Edmonton, Alberta",48.1
1995,11,"Edmonton, Alberta",43.4
1995,11,British Columbia,88
1995,11,British Columbia,90.6
1995,11,British Columbia,86.5
1995,11,"Vancouver, British Columbia",86.4
1995,11,"Vancouver, British Columbia",87
1995,11,"Vancouver, British Columbia",89.7
1995,11,"Victoria, British Columbia",103.9
1995,11,"Victoria, British Columbia",134.5
1995,11,"Victoria, British Columbia",68
1995,12,Canada,55.7
1995,12,Canada,51.3
1995,12,Canada,66.4
1995,12,Atlantic Region,62.8
1995,12,Atlantic Region,64.1
1995,12,Atlantic Region,57.9
1995,12,Newfoundland and Labrador,49.8
1995,12,Newfoundland and Labrador,51.3
1995,12,Newfoundland and Labrador,46.2
1995,12,"St. John's, Newfoundland and Labrador",49.8
1995,12,"St. John's, Newfoundland and Labrador",51.3
1995,12,"St. John's, Newfoundland and Labrador",46.2
1995,12,Prince Edward Island,82.5
1995,12,Prince Edward Island,88.5
1995,12,Prince Edward Island,59.5
1995,12,"Charlottetown, Prince Edward Island",82.5
1995,12,"Charlottetown, Prince Edward Island",88.5
1995,12,"Charlottetown, Prince Edward Island",59.5
1995,12,Nova Scotia,61.8
1995,12,Nova Scotia,60.3
1995,12,Nova Scotia,65.6
1995,12,"Halifax, Nova Scotia",61.8
1995,12,"Halifax, Nova Scotia",60.3
1995,12,"Halifax, Nova Scotia",65.6
1995,12,New Brunswick,82.8
1995,12,New Brunswick,84
1995,12,New Brunswick,80.4
1995,12,"Saint John, Fredericton, and Moncton, New Brunswick",82.8
1995,12,"Saint John, Fredericton, and Moncton, New Brunswick",84.1
1995,12,"Saint John, Fredericton, and Moncton, New Brunswick",80.4
1995,12,Quebec,54.8
1995,12,Quebec,55.6
1995,12,Quebec,53.1
1995,12,"Québec, Quebec",56.6
1995,12,"Québec, Quebec",62.1
1995,12,"Québec, Quebec",46.3
1995,12,"Montréal, Quebec",54.4
1995,12,"Montréal, Quebec",54.4
1995,12,"Montréal, Quebec",55.2
1995,12,Ontario,53.2
1995,12,Ontario,44.6
1995,12,Ontario,77.7
1995,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",53.6
1995,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.3
1995,12,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1995,12,"Toronto, Ontario",50.5
1995,12,"Toronto, Ontario",40.2
1995,12,"Toronto, Ontario",77.3
1995,12,"Hamilton, Ontario",54.3
1995,12,"Hamilton, Ontario",46.6
1995,12,"Hamilton, Ontario",74.5
1995,12,"St. Catharines-Niagara, Ontario",52.9
1995,12,"St. Catharines-Niagara, Ontario",47.3
1995,12,"St. Catharines-Niagara, Ontario",69.7
1995,12,"Kitchener-Cambridge-Waterloo, Ontario",60
1995,12,"Kitchener-Cambridge-Waterloo, Ontario",52.5
1995,12,"Kitchener-Cambridge-Waterloo, Ontario",83.3
1995,12,"London, Ontario",60.3
1995,12,"London, Ontario",53.3
1995,12,"London, Ontario",91.5
1995,12,"Windsor, Ontario",87.7
1995,12,"Windsor, Ontario",88.8
1995,12,"Windsor, Ontario",85.3
1995,12,"Greater Sudbury, Ontario",86.4
1995,12,"Greater Sudbury, Ontario",88.3
1995,12,"Greater Sudbury, Ontario",80.2
1995,12,Prairie Region,38.7
1995,12,Prairie Region,39.5
1995,12,Prairie Region,38.1
1995,12,Manitoba,42.3
1995,12,Manitoba,45.5
1995,12,Manitoba,34.7
1995,12,"Winnipeg, Manitoba",42.3
1995,12,"Winnipeg, Manitoba",45.5
1995,12,"Winnipeg, Manitoba",34.7
1995,12,Saskatchewan,37.6
1995,12,Saskatchewan,38.2
1995,12,Saskatchewan,36
1995,12,"Regina, Saskatchewan",32.2
1995,12,"Regina, Saskatchewan",32.6
1995,12,"Regina, Saskatchewan",31.7
1995,12,"Saskatoon, Saskatchewan",42.2
1995,12,"Saskatoon, Saskatchewan",43.6
1995,12,"Saskatoon, Saskatchewan",39
1995,12,Alberta,38.6
1995,12,Alberta,39
1995,12,Alberta,38.5
1995,12,"Calgary, Alberta",34.3
1995,12,"Calgary, Alberta",34.1
1995,12,"Calgary, Alberta",35.5
1995,12,"Edmonton, Alberta",46.1
1995,12,"Edmonton, Alberta",48.1
1995,12,"Edmonton, Alberta",43.4
1995,12,British Columbia,87.7
1995,12,British Columbia,90
1995,12,British Columbia,86.5
1995,12,"Vancouver, British Columbia",86.2
1995,12,"Vancouver, British Columbia",86.7
1995,12,"Vancouver, British Columbia",89.6
1995,12,"Victoria, British Columbia",103
1995,12,"Victoria, British Columbia",132.4
1995,12,"Victoria, British Columbia",68
1996,1,Canada,55.6
1996,1,Canada,51.3
1996,1,Canada,66.4
1996,1,Atlantic Region,62.8
1996,1,Atlantic Region,64.1
1996,1,Atlantic Region,57.9
1996,1,Newfoundland and Labrador,49.8
1996,1,Newfoundland and Labrador,51.3
1996,1,Newfoundland and Labrador,46.2
1996,1,"St. John's, Newfoundland and Labrador",49.8
1996,1,"St. John's, Newfoundland and Labrador",51.3
1996,1,"St. John's, Newfoundland and Labrador",46.2
1996,1,Prince Edward Island,82
1996,1,Prince Edward Island,87.7
1996,1,Prince Edward Island,59.5
1996,1,"Charlottetown, Prince Edward Island",82
1996,1,"Charlottetown, Prince Edward Island",87.7
1996,1,"Charlottetown, Prince Edward Island",59.5
1996,1,Nova Scotia,61.8
1996,1,Nova Scotia,60.3
1996,1,Nova Scotia,65.6
1996,1,"Halifax, Nova Scotia",61.8
1996,1,"Halifax, Nova Scotia",60.3
1996,1,"Halifax, Nova Scotia",65.6
1996,1,New Brunswick,82.8
1996,1,New Brunswick,84
1996,1,New Brunswick,80.4
1996,1,"Saint John, Fredericton, and Moncton, New Brunswick",82.8
1996,1,"Saint John, Fredericton, and Moncton, New Brunswick",84
1996,1,"Saint John, Fredericton, and Moncton, New Brunswick",80.4
1996,1,Quebec,54.7
1996,1,Quebec,55.5
1996,1,Quebec,53.1
1996,1,"Québec, Quebec",56.4
1996,1,"Québec, Quebec",61.7
1996,1,"Québec, Quebec",46.3
1996,1,"Montréal, Quebec",54.4
1996,1,"Montréal, Quebec",54.4
1996,1,"Montréal, Quebec",55.2
1996,1,Ontario,53.3
1996,1,Ontario,44.6
1996,1,Ontario,77.7
1996,1,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",53.6
1996,1,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",49.3
1996,1,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",78.1
1996,1,"Toronto, Ontario",50.6
1996,1,"Toronto, Ontario",40.3
1996,1,"Toronto, Ontario",77.3
1996,1,"Hamilton, Ontario",54.3
1996,1,"Hamilton, Ontario",46.6
1996,1,"Hamilton, Ontario",74.5
1996,1,"St. Catharines-Niagara, Ontario",52.9
1996,1,"St. Catharines-Niagara, Ontario",47.3
1996,1,"St. Catharines-Niagara, Ontario",69.7
1996,1,"Kitchener-Cambridge-Waterloo, Ontario",60.1
1996,1,"Kitchener-Cambridge-Waterloo, Ontario",52.6
1996,1,"Kitchener-Cambridge-Waterloo, Ontario",83.3
1996,1,"London, Ontario",60.3
1996,1,"London, Ontario",53.3
1996,1,"London, Ontario",91.5
1996,1,"Windsor, Ontario",87.7
1996,1,"Windsor, Ontario",88.8
1996,1,"Windsor, Ontario",85.3
1996,1,"Greater Sudbury, Ontario",86.3
